City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Moindou,-21.6924,165.677,19.97,86,9,2.64,NC,1629912984
Shubarkuduk,49.1447,56.4872,25.33,30,100,2.48,KZ,1629912984
Kindu,-2.95,25.95,25.62,63,42,0.89,CD,1629912985
Arrondissement d'Arcachon,44.5875,-1.0519,28.56,39,0,4.12,FR,1629912985
Chakwal,32.9334,72.8585,32.99,39,18,2.58,PK,1629912985
Avera,33.194,-82.5271,33.3,42,12,3.16,US,1629912986
La Romana,18.4273,-68.9728,32.2,62,75,5.14,DO,1629912986
Belawan,3.7755,98.6832,25.16,94,100,2.47,ID,1629912986
Katherine,-14.4667,132.2667,17.18,42,31,3.09,AU,1629912987
Singaraja,-8.112,115.0882,23.65,79,51,3.86,ID,1629912987
Fortuna,40.5982,-124.1573,14.25,90,90,0.0,US,1629912987
Soyo,-6.1349,12.3689,24.03,84,31,5.78,AO,1629912987
São João da Barra,-21.6403,-41.0511,28.05,72,0,10.92,BR,1629912988
Forbes,-33.3833,148.0167,2.42,93,6,1.23,AU,1629912988
Ningyang,35.7642,116.7914,21.0,72,100,1.68,CN,1629912988
Araouane,18.9048,-3.5265,41.87,13,61,5.85,ML,1629912989
Guerrero Negro,27.9769,-114.0611,27.54,56,3,6.28,MX,1629912989
Grindavik,63.8424,-22.4338,13.97,100,90,10.8,IS,1629912990
Rio Verde de Mato Grosso,-18.9181,-54.8442,38.37,14,3,5.63,BR,1629912990
Sapa,5.1544,120.3241,26.5,81,99,2.19,PH,1629912990
Aquiraz,-3.9014,-38.3911,30.05,62,48,7.28,BR,1629912990
Paita,-5.0892,-81.1144,25.31,68,45,7.62,PE,1629912991
Vallenar,-28.5708,-70.7581,16.34,39,51,2.39,CL,1629912991
Rustenburg,-25.6676,27.2421,21.81,35,100,3.4,ZA,1629912991
Aklavik,68.2191,-135.0107,8.4,90,100,0.56,CA,1629912992
Şebinkarahisar,40.2883,38.4236,19.44,71,21,2.78,TR,1629912992
Nortelândia,-14.4547,-56.8028,39.59,14,4,3.25,BR,1629912992
San Policarpo,12.1791,125.5072,27.09,80,100,1.59,PH,1629912993
Mahajanga,-15.7167,46.3167,25.01,73,0,3.09,MG,1629912993
Termez,37.2242,67.2783,29.05,18,0,2.06,UZ,1629912993
Aksu,41.1231,80.2644,21.48,44,14,1.74,CN,1629912994
Mitchell,43.7094,-98.0298,27.63,44,1,5.14,US,1629912994
Qasigiannguit,68.8193,-51.1922,7.14,83,99,3.93,GL,1629912995
Toora-Khem,52.4675,96.11,6.95,73,68,0.7,RU,1629912995
Salta,-24.7859,-65.4117,16.43,29,20,2.24,AR,1629912995
Mogadishu,2.0371,45.3438,24.95,84,51,8.08,SO,1629912996
Codrington,-38.2667,141.9667,9.13,71,100,5.62,AU,1629912996
Dukat,62.55,155.55,12.21,93,95,3.14,RU,1629912996
Seoul,37.5683,126.9778,23.69,97,40,0.51,KR,1629912996
Ibrā’,22.6906,58.5334,30.56,47,7,3.84,OM,1629912997
Port Hardy,50.6996,-127.4199,10.1,93,75,1.54,CA,1629912790
La Ronge,55.1001,-105.2842,17.14,59,20,3.09,CA,1629912998
Bamako,12.65,-8.0,28.23,74,20,1.54,ML,1629912998
Chumikan,54.7183,135.315,13.79,98,77,1.41,RU,1629912998
Faya,18.3851,42.4509,23.06,47,92,4.87,SA,1629912999
Wenzhou,27.9994,120.6668,26.91,94,100,1.1,CN,1629912718
Mahon,39.8885,4.2658,25.31,69,20,3.09,ES,1629912999
Tigil',57.8,158.6667,11.01,86,99,3.74,RU,1629912999
Presque Isle,46.6811,-68.0159,30.82,52,20,1.54,US,1629913000
Pokhara,28.2333,83.9833,23.02,94,94,0.75,NP,1629913000
Kingaroy,-26.5333,151.8333,0.02,100,64,2.06,AU,1629913000
Tiksi,71.6872,128.8694,6.91,93,100,5.34,RU,1629913001
Astara,38.5,48.6667,24.39,89,78,0.67,AZ,1629913001
Biloela,-24.4167,150.5,8.05,53,16,2.38,AU,1629913001
Mildura,-34.2,142.15,4.98,81,13,3.09,AU,1629913002
Vao,-22.6667,167.4833,21.26,79,3,7.42,NC,1629913002
Severobaykal'sk,55.65,109.3167,10.49,68,87,2.9,RU,1629913002
Shimanovsk,52.0,127.7,17.01,97,100,2.68,RU,1629913003
Dolores,-36.3132,-57.6792,15.24,39,95,0.26,AR,1629913003
Beloha,-25.1667,45.05,19.24,90,5,2.29,MG,1629913003
Rodrigues Alves,-7.738,-72.6509,38.11,27,98,2.11,BR,1629913004
Nome,64.5011,-165.4064,3.04,81,1,1.54,US,1629912797
Zakamensk,50.3741,103.2863,3.66,95,73,1.2,RU,1629913004
Arkhara,49.4212,130.0842,17.81,86,93,2.39,RU,1629913005
Zaysan,47.4667,84.8667,20.73,23,0,3.2,KZ,1629913005
Itarema,-2.9248,-39.9167,29.72,59,61,9.01,BR,1629913005
Matagami,49.7502,-77.6328,23.06,56,75,1.03,CA,1629913005
Villareal,11.5659,124.9281,24.37,91,58,0.93,PH,1629913006
Jiayuguan City,39.8167,98.3,16.09,31,2,2.2,CN,1629913006
Laguna,38.421,-121.4238,30.91,58,1,3.09,US,1629913006
Asău,46.4333,26.4,15.98,99,100,0.92,RO,1629913007
Iralaya,15.0,-83.2333,30.05,69,97,3.73,HN,1629913007
Mangai,-4.05,19.5333,27.7,55,42,1.63,CD,1629913008
Raymondville,26.4815,-97.7831,34.45,43,27,4.27,US,1629913008
Vardø,70.3705,31.1107,8.99,81,75,5.14,NO,1629913008
Demir Kapija,41.405,22.2489,27.23,68,73,0.93,MK,1629913009
Mounana,-1.4085,13.1586,30.95,50,69,1.07,GA,1629913009
Prijepolje,43.3719,19.6406,13.6,96,100,0.97,RS,1629913009
Flin Flon,54.7682,-101.865,14.91,47,20,2.06,CA,1629912790
Taylorville,39.5489,-89.2945,33.86,66,1,0.0,US,1629913010
Monte Patria,-30.6919,-70.9467,15.76,46,19,2.98,CL,1629913010
Abu Samrah,35.3029,37.1841,29.41,32,0,4.11,SY,1629913011
Kushima,31.4583,131.2333,24.47,95,97,2.18,JP,1629913012
El Carrizo,24.0261,-106.8814,32.82,63,35,2.14,MX,1629913012
Gladstone,-23.85,151.25,9.96,71,3,2.06,AU,1629913012
Gornopravdinsk,60.05,69.9,20.84,67,15,2.48,RU,1629913013
Ankola,14.6667,74.3,26.29,87,95,1.97,IN,1629913013
Kilindoni,-7.9139,39.6668,24.46,73,0,6.45,TZ,1629913013
Shitanjing,39.2342,106.3439,16.3,32,63,0.47,CN,1629913014
Narsaq,60.9167,-46.05,13.12,58,96,2.3,GL,1629913014
Province of Mantua,45.1667,10.7833,28.18,55,57,0.45,IT,1629912768
Suba,10.8438,121.0102,27.84,75,74,3.63,PH,1629913014
Umluj,25.0213,37.2685,31.46,62,31,1.65,SA,1629913015
Zhuhai,22.2769,113.5678,29.47,84,20,4.12,CN,1629913015
Sarangani,5.4033,125.4636,27.73,77,96,3.76,PH,1629913015
Belaya Gora,68.5333,146.4167,7.1,91,27,3.07,RU,1629913016
Poya,-21.35,165.15,19.53,88,4,2.73,NC,1629913016
Alora,36.8236,-4.7058,29.06,43,0,2.15,ES,1629913016
Yangi Marg`ilon,40.4272,71.7189,26.4,34,1,3.09,UZ,1629913017
Semnan,35.5729,53.3971,29.06,18,34,1.27,IR,1629913017
Maniitsoq,65.4167,-52.9,7.13,87,100,3.35,GL,1629913017
Molango,20.7833,-98.7167,18.84,72,49,2.95,MX,1629913018
Waitara,-38.925,174.25,7.22,82,37,3.53,NZ,1629913018
Sri Aman,1.2376,111.4621,24.03,94,100,0.0,MY,1629913018
Kodīnar,20.7903,70.7031,26.9,82,27,5.42,IN,1629913019
Husavik,66.0449,-17.3389,21.95,82,3,2.65,IS,1629913019
Mbarara,-0.608,30.65,22.07,41,72,2.05,UG,1629913019
Bayan,46.0833,127.4,17.2,95,100,1.14,CN,1629913020
Ouégoa,-20.35,164.4333,21.1,87,8,4.88,NC,1629913020
Guantánamo,20.1444,-75.2092,31.76,50,99,4.38,CU,1629913020
Hastings,50.8552,0.5729,21.75,76,9,5.56,GB,1629913021
El Alto,-4.2714,-81.2147,23.81,60,79,9.44,PE,1629913021
Barabai,-2.5833,115.3833,21.82,97,30,0.46,ID,1629913021
Nizhniy Bestyakh,61.9594,129.9086,12.71,67,20,4.0,RU,1629913021
Saint-Estève,42.7131,2.843,28.0,53,0,2.57,FR,1629913022
Dongsheng,39.8161,109.9776,12.08,55,6,2.2,CN,1629912784
Sydney,-33.8679,151.2073,11.51,74,20,0.89,AU,1629912879
Florø,61.5996,5.0328,16.04,67,40,7.2,NO,1629913022
San Francisco,37.7749,-122.4194,22.86,82,90,1.34,US,1629912898
Novaya Igirma,57.1334,103.9112,8.76,82,29,1.49,RU,1629913023
Dzhubga,44.3211,38.7039,24.45,78,0,1.87,RU,1629913023
Luzon,6.519,126.0941,27.4,77,85,3.31,PH,1629913023
Washington,47.5001,-120.5015,21.07,25,33,1.42,US,1629912897
Kambove,-10.8764,26.5969,23.2,29,17,1.82,CD,1629913024
Yabēlo,4.8833,38.0833,18.32,39,53,6.54,ET,1629913024
Kpandae,8.4689,-0.0113,25.71,84,94,2.97,GH,1629913024
Saint Anthony,45.0205,-93.218,28.97,66,1,2.68,US,1629913025
Ulaangom,49.9811,92.0667,13.7,51,7,1.3,MN,1629912796
Lodja,-3.4833,23.4333,25.59,62,12,0.59,CD,1629913025
Ongandjera,-17.8833,15.0667,25.93,21,16,2.85,NA,1629913025
Khasan,42.4308,130.6434,20.45,94,86,3.08,RU,1629913026
Lata,40.1629,-8.3327,28.53,59,65,3.09,PT,1629913026
Sesheke,-17.4759,24.2968,27.43,19,20,5.34,ZM,1629913026
Mugur-Aksy,50.35,90.5,7.77,81,1,0.6,RU,1629913027
Xining,36.6167,101.7667,8.45,84,84,1.35,CN,1629913027
Diamantino,-14.4086,-56.4461,38.71,14,5,3.57,BR,1629913027
Pandan,14.0453,124.1694,26.25,87,77,2.63,PH,1629913028
Karla,59.3723,24.9275,11.98,87,90,5.66,EE,1629913028
Plettenberg Bay,-34.0527,23.3716,14.63,82,0,1.52,ZA,1629913028
Ranot,7.7777,100.3213,26.67,79,100,5.61,TH,1629913029
Arrondissement de Saint-Denis,48.9167,2.3333,24.52,47,0,1.79,FR,1629913029
Kysyl-Syr,63.8986,122.7617,11.16,78,41,3.0,RU,1629913029
Eyl,7.9803,49.8164,25.58,83,33,9.01,SO,1629913030
Chute-aux-Outardes,49.1168,-68.399,25.17,50,40,2.06,CA,1629913030
Lüderitz,-26.6481,15.1594,12.53,88,6,1.13,NA,1629913030
Poddor'ye,57.4695,31.1156,11.26,83,100,2.37,RU,1629913030
Międzychód,52.5988,15.897,20.32,54,77,4.9,PL,1629913031
Turukhansk,65.8167,87.9833,6.02,82,10,2.72,RU,1629913031
Lincoln,40.8,-96.667,31.12,64,1,1.79,US,1629912572
Marau,-28.4492,-52.2,25.41,47,81,3.93,BR,1629913032
Tucupita,9.0622,-62.051,31.18,59,52,2.09,VE,1629913032
Ilulissat,69.2167,-51.1,7.01,81,75,4.63,GL,1629913032
Chetwayi,10.5333,76.05,25.65,83,75,1.67,IN,1629913033
Shiyan,32.6475,110.7781,18.24,94,100,0.58,CN,1629913033
Mataró,41.5421,2.4445,26.74,74,28,1.34,ES,1629913033
Nizhniy Tsasuchey,50.5167,115.1333,11.99,78,100,7.92,RU,1629913034
Whitecourt,54.1502,-115.6855,13.58,71,1,0.0,CA,1629913034
Vostok,46.4856,135.8833,15.39,82,96,0.99,RU,1629913034
Bourail,-21.5667,165.4833,18.86,91,5,2.48,NC,1629913035
Bagdarin,54.4333,113.6,9.39,76,100,1.9,RU,1629913035
‘Āhuimanu,21.4447,-157.8378,24.92,74,75,4.63,US,1629913035
Praia,14.9215,-23.5087,29.3,74,40,4.63,CV,1629913036
Newport,51.5877,-2.9984,20.67,71,65,4.04,GB,1629912931
Belle Fourche,44.6714,-103.8522,27.36,28,4,7.68,US,1629913036
Hobyo,5.3505,48.5268,25.49,86,45,10.04,SO,1629913036
Hailar,49.2,119.7,13.45,97,100,3.7,CN,1629913037
Adrar,20.5022,-10.0711,41.75,9,35,5.01,MR,1629913037
Semey,50.4111,80.2275,20.37,45,0,3.68,KZ,1629913037
Chapais,49.7834,-74.8492,22.88,39,48,1.89,CA,1629912769
Belūsovka,50.1339,82.5239,11.47,87,0,0.0,KZ,1629913038
Sistranda,63.7256,8.834,12.98,87,40,8.06,NO,1629913038
Norfolk,42.1668,-71.2495,33.9,55,1,0.45,US,1629913038
Beloeil,45.5668,-73.1992,33.47,52,1,1.79,CA,1629913039
Aksarka,66.5606,67.7975,10.27,60,100,6.43,RU,1629913039
Yar-Sale,66.8333,70.8333,9.78,58,100,5.01,RU,1629913039
Dzilam González,21.2833,-88.9333,34.67,41,24,2.32,MX,1629913040
Sedro-Woolley,48.5039,-122.2361,23.1,60,1,0.0,US,1629913040
Saint-Paul,-21.0096,55.2707,20.06,74,40,0.58,RE,1629913040
Ovalle,-30.5983,-71.2003,17.33,44,11,3.05,CL,1629913041
Jutaí,-5.1833,-68.9,38.47,25,31,1.64,BR,1629913041
Río Gallegos,-51.6226,-69.2181,6.03,75,75,5.14,AR,1629913041
Port Augusta,-32.5,137.7667,9.08,86,43,0.99,AU,1629913042
Tarakan,3.3,117.6333,26.46,80,99,1.97,ID,1629913042
Shonguy,68.7526,33.146,9.04,100,75,0.0,RU,1629913042
Isangel,-19.55,169.2667,22.09,83,18,6.19,VU,1629913043
Khāsh,28.2211,61.2158,25.35,12,0,3.16,IR,1629913043
Eureka,40.8021,-124.1637,14.58,83,58,1.34,US,1629913043
Peniche,39.3558,-9.3811,24.38,80,57,5.56,PT,1629913044
Calama,-22.4667,-68.9333,16.27,10,0,11.83,CL,1629913044
Khandyga,62.6667,135.6,11.99,98,100,2.48,RU,1629913044
Pushkino,56.0172,37.8667,16.21,67,79,2.68,RU,1629913045
Puksoozero,62.5903,40.6066,7.04,92,82,1.51,RU,1629913045
Mariehamn,60.0973,19.9348,12.92,94,75,1.54,AX,1629913045
Zyryanka,65.75,150.85,9.91,91,100,2.75,RU,1629913046
Antalaha,-14.9003,50.2788,19.49,84,0,3.86,MG,1629913046
Lagdo,9.05,13.7333,24.62,88,100,0.89,CM,1629913046
Beringovskiy,63.05,179.3167,6.4,86,100,5.61,RU,1629913047
Mayo,38.8876,-76.5119,35.77,62,0,1.79,US,1629913047
Tomatlán,19.9333,-105.25,31.17,67,65,2.12,MX,1629913047
Sorong,-0.8833,131.25,24.86,88,100,2.31,ID,1629913048
Paamiut,61.994,-49.6678,6.32,95,100,1.6,GL,1629913048
Khovd,48.0056,91.6419,13.93,52,3,0.72,MN,1629913048
Talakan,50.3167,130.3667,17.88,94,100,1.89,RU,1629913048
Langarūd,37.197,50.1535,27.99,81,49,2.63,IR,1629913049
Zarichne,51.8126,26.129,13.41,83,67,2.04,UA,1629913049
Cairns,-16.9167,145.7667,21.97,81,90,1.54,AU,1629913049
Likasi,-10.9814,26.7333,23.42,29,28,1.38,CD,1629913050
Hwange,-18.3693,26.5019,24.87,30,1,1.69,ZW,1629913050
Pilar,-9.5972,-35.9567,26.96,66,62,4.95,BR,1629913050
